,datetime,kW/Ton,Load,CDWRT,CDWST,DTLift,Ton,EvapApproach,CondApproach,Hz,CompSH,IGV,REFLVL
10506,2018-02-06 11:30:00+00:00,0.268911578389,0.37930683613899996,64.1999969482,59.4000015259,21.399997711199997,568.960254209,0.39999771118199995,0.100006103516,37.4000015259,7.5999984741199995,93.8399963379,19.0
10507,2018-02-06 11:35:00+00:00,0.276470361952,0.337588928789,63.7000007629,59.4000015259,21.4000015259,506.383393183,0.29999923706099996,0.0,36.8199996948,7.700000762939999,62.63000106810001,19.2000007629
10508,2018-02-06 11:40:00+00:00,0.262331698116,0.289709556816,62.7999992371,59.2000007629,20.399997711199997,434.564335225,0.20000076293900002,0.0,35.5400009155,7.799999237060001,39.2700004578,18.2000007629
10511,2018-02-06 11:55:00+00:00,0.240673403228,0.390570784886,61.5999984741,58.2999992371,18.5999984741,585.856177329,0.5,0.300003051758,35.6899986267,6.5999984741199995,81.6399993896,22.8999996185
10512,2018-02-06 12:00:00+00:00,0.232091298758,0.396395730871,61.7999992371,58.2999992371,18.7000007629,594.593596307,0.5,0.20000076293900002,35.6899986267,6.5999984741199995,85.8700027466,17.2000007629
10513,2018-02-06 12:05:00+00:00,0.233626432381,0.402351733244,61.9000015259,58.5,18.9000015259,603.5275998669999,0.5,0.199996948242,35.9199981689,6.5999984741199995,84.4700012207,21.2000007629
10514,2018-02-06 12:10:00+00:00,0.23284314957600002,0.392252610823,62.0,58.7000007629,19.0,588.378916234,0.40000152587899995,0.29999923706099996,35.7799987793,6.60000228882,84.9800033569,18.2000007629
10515,2018-02-06 12:15:00+00:00,0.237272991275,0.38773903218199995,62.4000015259,59.0,19.4000015259,581.608548273,0.5,0.09999847412110001,36.0,6.69999694824,85.7699966431,19.7999992371
10516,2018-02-06 12:20:00+00:00,0.23984550321800002,0.375241556721,62.4000015259,59.2000007629,19.4000015259,562.862335082,0.5,0.29999923706099996,35.8899993896,6.70000076294,84.83000183109999,19.2000007629
10517,2018-02-06 12:25:00+00:00,0.249749691063,0.373707502645,62.5999984741,59.4000015259,19.5999984741,560.561253967,0.5,0.20000076293900002,36.0099983215,6.79999923706,83.75,22.1000003815
