,topic,date,num_docs
1,0,1,0.06557377049180328
2,0,2,0.07886435331230283
3,0,3,0.08282208588957055
4,0,4,0.045317220543806644
5,0,5,0.1
6,0,6,0.05211726384364821
7,0,7,0.05454545454545454
8,0,8,0.0706713780918728
9,0,9,0.026402640264026403
10,0,10,0.0696969696969697
11,0,11,0.09144542772861357
12,0,12,0.09009009009009009
13,0,13,0.10174418604651163
14,0,14,0.09967845659163987
15,0,15,0.08306709265175719
16,0,16,0.08125
17,0,17,0.07886435331230283
18,0,18,0.06042296072507553
19,0,19,0.09597523219814241
20,0,20,0.07058823529411765
21,0,21,0.07079646017699115
22,0,22,0.06493506493506493
23,0,23,0.06925207756232687
24,0,24,0.07788944723618091
25,0,25,0.041666666666666664
26,0,26,0.072
27,0,27,0.056265984654731455
28,0,28,0.07799442896935933
29,0,29,0.056338028169014086
30,0,30,0.04871794871794872
31,0,31,0.09893048128342247
32,0,32,0.05764411027568922
33,0,33,0.04985337243401759
34,0,34,0.043343653250773995
35,0,35,0.03655352480417755
36,0,36,0.07253886010362694
37,0,37,0.07073170731707316
38,0,38,0.08373205741626795
39,0,39,0.04807692307692308
40,0,40,0.0779510022271715
41,0,41,0.05089058524173028
42,0,42,0.041025641025641026
43,0,43,0.08
44,0,44,0.0645879732739421
45,0,45,0.05897435897435897
46,0,46,0.09004739336492891
47,0,47,0.06842105263157895
48,0,48,0.07384615384615385
49,0,49,0.09278350515463918
50,0,50,0.04866180048661801
51,0,51,0.048214285714285716
52,0,52,0.06440677966101695
53,0,53,0.050473186119873815
54,0,54,0.0430622009569378
55,0,55,0.0532994923857868
56,0,56,0.07032967032967033
57,0,57,0.05134474327628362
58,0,58,0.04935064935064935
59,0,59,0.05234159779614325
60,0,60,0.07161803713527852
61,0,61,0.03430079155672823
62,0,62,0.03825136612021858
63,0,63,0.05817174515235457
64,0,64,0.042682926829268296
65,0,65,0.02857142857142857
66,0,66,0.0641025641025641
67,0,67,0.05519480519480519
68,0,68,0.06622516556291391
69,0,69,0.06493506493506493
70,0,70,0.04672897196261682
71,0,71,0.049079754601226995
72,0,72,0.06666666666666667
73,0,73,0.07166123778501629
74,0,74,0.09025270758122744
75,0,75,0.0462046204620462
76,0,76,0.05345911949685535
77,0,77,0.08503401360544217
78,0,78,0.07457627118644068
79,0,79,0.08424908424908426
80,0,80,0.06501547987616099
81,0,81,0.046583850931677016
82,0,82,0.03977272727272727
83,0,83,0.07575757575757576
84,0,84,0.037037037037037035
85,0,85,0.046218487394957986
86,0,86,0.06910569105691057
87,0,87,0.05263157894736842
88,0,88,0.059233449477351915
89,0,89,0.05821917808219178
90,0,90,0.03745318352059925
91,0,91,0.05
92,0,92,0.040268456375838924
93,0,93,0.050335570469798654
94,0,94,0.05185185185185185
95,0,95,0.04240282685512368
96,0,96,0.03691275167785235
97,0,97,0.0332409972299169
98,0,98,0.09727626459143969
99,0,99,0.06698564593301436
100,0,100,0.06177606177606178
101,0,101,0.08992805755395683
102,0,102,0.09848484848484848
103,0,103,0.058823529411764705
104,0,104,0.059782608695652176
105,0,105,0.06694560669456066
106,0,106,0.09375
107,0,107,0.10526315789473684
108,0,108,0.1
109,0,109,0.09734513274336283
110,0,110,0.0
111,0,111,0.0
112,0,112,0.0
113,0,113,0.11827956989247312
114,0,114,0.07885304659498207
115,0,115,0.06181818181818182
116,0,116,0.05357142857142857
117,0,117,0.11740890688259109
118,0,118,0.07633587786259542
119,0,119,0.07727272727272727
120,0,120,0.08
121,0,121,0.09293680297397769
122,0,122,0.04779411764705882
123,0,123,0.0706713780918728
124,0,124,0.06521739130434782
125,0,125,0.08045977011494253
126,0,126,0.03482587064676617
127,0,127,0.05859375
128,0,128,0.10344827586206896
129,0,129,0.05905511811023622
130,0,130,0.08064516129032258
131,0,131,0.08900523560209424
132,0,132,0.06198347107438017
133,0,133,0.08171206225680934
134,0,134,0.07749077490774908
135,0,135,0.1111111111111111
136,0,136,0.0
137,0,137,0.0
138,0,138,0.0
139,0,139,0.0
140,0,140,0.0
141,0,141,0.0
142,0,142,0.0
143,0,143,0.0
144,0,144,0.0
145,0,145,0.0
146,0,146,0.0
147,0,147,0.0
148,0,148,0.0
149,0,149,0.0
150,0,150,0.0
151,0,151,0.0
152,0,152,0.0
153,0,153,0.0
154,0,154,0.0
155,0,155,0.0
156,0,156,0.0
157,0,157,0.0
158,0,158,0.0
159,0,159,0.0
160,0,160,0.0
161,0,161,0.0
162,0,162,0.0
163,0,163,0.0
164,0,164,0.0
165,0,165,0.0
166,0,166,0.0
167,0,167,0.0
168,0,168,0.0
169,0,169,0.0
170,0,170,0.0
171,0,171,0.0
172,0,172,0.0
173,0,173,0.0
174,0,174,0.0
175,0,175,0.0
176,0,176,0.0
177,0,177,0.0
178,0,178,0.0898876404494382
179,0,179,0.0603448275862069
180,0,180,0.0703125
181,0,181,0.10648148148148148
182,0,182,0.05327868852459016
183,0,183,0.10614525139664804
184,0,184,0.057777777777777775
185,0,185,0.15196078431372548
186,0,186,0.12682926829268293
187,0,187,0.08530805687203792
188,0,188,0.0821917808219178
189,0,189,0.04672897196261682
190,0,190,0.12322274881516587
191,0,191,0.05527638190954774
192,0,192,0.084070796460177
193,0,193,0.058823529411764705
194,0,194,0.07425742574257425
195,0,195,0.05042016806722689
196,0,196,0.07553956834532374
197,0,197,0.03347280334728033
198,0,198,0.07407407407407407
199,0,199,0.08085106382978724
200,0,200,0.12017167381974249
201,0,201,0.0634441087613293
202,0,202,0.0
203,1,1,0.06557377049180328
204,1,2,0.07886435331230283
205,1,3,0.05214723926380368
206,1,4,0.0513595166163142
207,1,5,0.05
208,1,6,0.08794788273615635
209,1,7,0.06060606060606061
210,1,8,0.053003533568904596
211,1,9,0.11551155115511551
212,1,10,0.06363636363636363
213,1,11,0.05014749262536873
214,1,12,0.03903903903903904
215,1,13,0.05232558139534884
216,1,14,0.05144694533762058
217,1,15,0.04472843450479233
218,1,16,0.05625
219,1,17,0.05993690851735016
220,1,18,0.0634441087613293
221,1,19,0.05572755417956656
222,1,20,0.06470588235294118
223,1,21,0.05604719764011799
224,1,22,0.05844155844155844
225,1,23,0.0443213296398892
226,1,24,0.04522613065326633
227,1,25,0.08854166666666667
228,1,26,0.064
229,1,27,0.05370843989769821
230,1,28,0.04735376044568245
231,1,29,0.046948356807511735
232,1,30,0.041025641025641026
233,1,31,0.0481283422459893
234,1,32,0.05513784461152882
235,1,33,0.04105571847507331
236,1,34,0.04953560371517028
237,1,35,0.044386422976501305
238,1,36,0.03626943005181347
239,1,37,0.041463414634146344
240,1,38,0.03827751196172249
241,1,39,0.03365384615384615
242,1,40,0.062360801781737196
243,1,41,0.05597964376590331
244,1,42,0.05128205128205128
245,1,43,0.04
246,1,44,0.0400890868596882
247,1,45,0.04358974358974359
248,1,46,0.05687203791469194
249,1,47,0.05526315789473684
250,1,48,0.04923076923076923
251,1,49,0.05154639175257732
252,1,50,0.0413625304136253
253,1,51,0.03214285714285714
254,1,52,0.0576271186440678
255,1,53,0.050473186119873815
256,1,54,0.03349282296650718
257,1,55,0.04060913705583756
258,1,56,0.024175824175824177
259,1,57,0.02689486552567237
260,1,58,0.05194805194805195
261,1,59,0.06060606060606061
262,1,60,0.04509283819628647
263,1,61,0.044854881266490766
264,1,62,0.040983606557377046
265,1,63,0.0443213296398892
266,1,64,0.021341463414634148
267,1,65,0.031746031746031744
268,1,66,0.028846153846153848
269,1,67,0.022727272727272728
270,1,68,0.059602649006622516
271,1,69,0.05844155844155844
272,1,70,0.056074766355140186
273,1,71,0.049079754601226995
274,1,72,0.05714285714285714
275,1,73,0.05211726384364821
276,1,74,0.04332129963898917
277,1,75,0.052805280528052806
278,1,76,0.05345911949685535
279,1,77,0.05442176870748299
280,1,78,0.03389830508474576
281,1,79,0.05128205128205128
282,1,80,0.05572755417956656
283,1,81,0.040372670807453416
284,1,82,0.028409090909090908
285,1,83,0.041666666666666664
286,1,84,0.06172839506172839
287,1,85,0.037815126050420166
288,1,86,0.052845528455284556
289,1,87,0.08270676691729323
290,1,88,0.0313588850174216
291,1,89,0.0547945205479452
292,1,90,0.06367041198501873
293,1,91,0.06
294,1,92,0.020134228187919462
295,1,93,0.020134228187919462
296,1,94,0.040740740740740744
297,1,95,0.038869257950530034
298,1,96,0.0436241610738255
299,1,97,0.04986149584487535
300,1,98,0.05058365758754864
301,1,99,0.06698564593301436
302,1,100,0.04247104247104247
303,1,101,0.06115107913669065
304,1,102,0.06060606060606061
305,1,103,0.05042016806722689
306,1,104,0.11413043478260869
307,1,105,0.0502092050209205
308,1,106,0.04861111111111111
309,1,107,0.05555555555555555
310,1,108,0.0896551724137931
311,1,109,0.12389380530973451
312,1,110,0.0
313,1,111,0.0
314,1,112,0.0
315,1,113,0.06451612903225806
316,1,114,0.06093189964157706
317,1,115,0.04
318,1,116,0.02857142857142857
319,1,117,0.0728744939271255
320,1,118,0.05725190839694656
321,1,119,0.05909090909090909
322,1,120,0.07111111111111111
323,1,121,0.08550185873605948
324,1,122,0.09926470588235294
325,1,123,0.0706713780918728
326,1,124,0.08333333333333333
327,1,125,0.0842911877394636
328,1,126,0.029850746268656716
329,1,127,0.0625
330,1,128,0.05747126436781609
331,1,129,0.08267716535433071
332,1,130,0.08870967741935484
333,1,131,0.08376963350785341
334,1,132,0.0743801652892562
335,1,133,0.05058365758754864
336,1,134,0.05166051660516605
337,1,135,0.037037037037037035
338,1,136,0.0
339,1,137,0.0
340,1,138,0.0
341,1,139,0.0
342,1,140,0.0
343,1,141,0.0
344,1,142,0.0
345,1,143,0.0
346,1,144,0.0
347,1,145,0.0
348,1,146,0.0
349,1,147,0.0
350,1,148,0.0
351,1,149,0.0
352,1,150,0.0
353,1,151,0.0
354,1,152,0.0
355,1,153,0.0
356,1,154,0.0
357,1,155,0.0
358,1,156,0.0
359,1,157,0.0
360,1,158,0.0
361,1,159,0.0
362,1,160,0.0
363,1,161,0.0
364,1,162,0.0
365,1,163,0.0
366,1,164,0.0
367,1,165,0.0
368,1,166,0.0
369,1,167,0.0
370,1,168,0.0
371,1,169,0.0
372,1,170,0.0
373,1,171,0.0
374,1,172,0.0
375,1,173,0.0
376,1,174,0.0
377,1,175,0.0
