,datetime,kW/Ton,Load,CDWRT,CDWST,DTLift,Ton,EvapApproach,CondApproach,Hz,CompSH,IGV,REFLVL
9391,2017-04-02 14:35:00+00:00,0.588424085877,0.9323425052399998,87.0999984741,76.9000015259,46.2999992371,1724.83363469,-1.0,2.40000152588,,20.5,,
9392,2017-04-02 14:40:00+00:00,0.58928801669,0.928801693616,87.3000030518,77.1999969482,46.4000015259,1718.28313319,-1.0,2.59999847412,,20.2999954224,,
9393,2017-04-02 14:45:00+00:00,0.6113453302,0.889000053406,87.9000015259,77.8000030518,48.300003051800005,1644.6500988,-0.7000007629389999,2.29999542236,,20.2000045776,,
9396,2017-04-02 15:00:00+00:00,0.6388339377059999,0.75502697369,86.5,78.0999984741,48.2000007629,1396.79990133,-1.0,2.40000152588,,20.6999969482,,
9397,2017-04-02 15:05:00+00:00,0.644049259042,0.7042701638709999,85.6999969482,77.6999969482,47.299995422399995,1302.89980316,-1.0,2.5,,21.900001525900002,,
9398,2017-04-02 15:10:00+00:00,0.6446030484049999,0.676378431578,84.8000030518,77.1999969482,46.5000038147,1251.30009842,-1.10000228882,2.39999389648,,23.0,,
9399,2017-04-02 15:15:00+00:00,0.644273456852,0.6711352951459999,84.5999984741,77.0999984741,46.2999992371,1241.60029602,-1.10000228882,2.5,,23.599998474099998,,
9400,2017-04-02 15:20:00+00:00,0.6463170934610001,0.627567567568,83.6999969482,76.6999969482,45.0999984741,1161.0,-1.20000076294,2.40000152588,,24.400001525900002,,
9401,2017-04-02 15:25:00+00:00,0.652523536453,0.602774935198,83.0,76.1999969482,44.9000015259,1115.13363012,-1.10000228882,2.40000152588,,24.699996948200003,,
9402,2017-04-02 15:30:00+00:00,0.664694394005,0.534738631377,81.9000015259,75.8000030518,43.7000007629,989.266468048,-1.20000076294,2.29999542236,,25.6000061035,,
9403,2017-04-02 15:35:00+00:00,0.6727004619679999,0.49508097468199996,81.5,75.5999984741,43.0,915.899803162,-1.09999847412,2.5,,26.199996948200003,,
9404,2017-04-02 15:40:00+00:00,0.681425749531,0.483621728571,82.0,76.3000030518,43.4000015259,894.700197856,-1.30000305176,2.40000152588,,26.599998474099998,,
9405,2017-04-02 15:45:00+00:00,0.6847373812559999,0.478026868459,82.1999969482,76.4000015259,43.4999961853,884.34970665,-1.20000076294,2.20000457764,,26.900001525900002,,
9406,2017-04-02 15:50:00+00:00,0.691820648503,0.45324324324299997,82.0,76.5999984741,43.2000007629,838.5,-1.29999923706,2.19999694824,,27.5,,
9407,2017-04-02 15:55:00+00:00,0.6915746161599999,0.453828828829,81.6999969482,76.1999969482,43.199996948199995,839.583333333,-1.29999923706,2.10000610352,,27.7999954224,,
9408,2017-04-02 16:00:00+00:00,0.698158047304,0.418378378378,81.0,75.9000015259,42.4000015259,774.0,-1.20000076294,2.19999694824,,28.6000061035,,
9409,2017-04-02 16:05:00+00:00,0.6959839655760001,0.418378378378,80.9000015259,75.9000015259,42.2000007629,774.0,-1.29999923706,2.09999847412,,28.800003051799997,,
9410,2017-04-02 16:10:00+00:00,0.701077226083,0.40182003124300003,80.5999984741,75.5999984741,42.0,743.3670578,-1.20000076294,2.30000305176,,28.7999954224,,
9413,2017-04-02 16:25:00+00:00,0.654629237384,0.498918811695,80.4000015259,74.5999984741,41.4000015259,922.999801636,-1.20000076294,2.40000152588,,26.5,,
9414,2017-04-02 16:30:00+00:00,0.656211331454,0.500198090699,80.5,74.6999969482,41.5999984741,925.366467794,-1.19999694824,2.40000152588,,26.2999954224,,
9415,2017-04-02 16:35:00+00:00,0.652073976801,0.5111349184880001,80.5,74.5999984741,41.5999984741,945.5995992019999,-1.19999694824,2.40000152588,,26.2999954224,,
9416,2017-04-02 16:40:00+00:00,0.654078650527,0.5085403249930001,80.5999984741,74.8000030518,41.6999969482,940.7996012369999,-1.29999923706,2.40000152588,,26.300003051799997,,
9417,2017-04-02 16:45:00+00:00,0.655246455373,0.51363057695,81.1999969482,75.3000030518,41.9999961853,950.2165673569999,-1.29999923706,2.80000305176,,25.900001525900002,,
16532,2017-04-27 16:55:00+00:00,0.699373121425,0.6821171171170001,92.0999984741,84.5999984741,52.5,1261.91666667,-1.40000152588,2.0,,21.7000045776,,
16533,2017-04-27 17:00:00+00:00,0.6970402715189999,0.7153153153149999,92.4000015259,84.5999984741,53.2000007629,1323.33333333,-1.29999923706,2.09999847412,,20.8000030518,,
