,datetime,kW/Ton,Load,CDWRT,CDWST,DTLift,Ton,EvapApproach,CondApproach,Hz,CompSH,IGV,REFLVL
12235,2017-02-12 11:35:00+00:00,0.70105992355,0.612177825928,79.0999984741,72.4000015259,39.3999977112,1147.83342361,2.90000152588,0.599998474121,,27.5,17.0,
12236,2017-02-12 11:40:00+00:00,0.7006800752069999,0.61152019043,79.1999969482,72.4000015259,40.0999984741,1146.60035706,2.39999771118,0.40000152587899995,,27.400001525900002,17.0,
12237,2017-02-12 11:45:00+00:00,0.6992465942199999,0.594773475138,79.0999984741,72.5,40.5,1115.20026588,2.2999992370599998,0.40000152587899995,,27.199996948200003,16.0,
12238,2017-02-12 11:50:00+00:00,0.711549955575,0.569573520237,79.0999984741,72.6999969482,40.5,1067.95035044,2.2999992370599998,0.40000152587899995,,27.099998474099998,13.0,
12239,2017-02-12 11:55:00+00:00,0.71293598377,0.55328013916,78.8000030518,72.6999969482,40.0000038147,1037.40026093,2.39999771118,0.399993896484,,27.6000061035,12.0,
12240,2017-02-12 12:00:00+00:00,0.7147024073039999,0.530346620687,78.9000015259,72.8000030518,40.0,994.399913788,2.2000007629400002,0.299995422363,,27.6000061035,11.0,
12241,2017-02-12 12:05:00+00:00,0.722222091029,0.504000091553,78.6999969482,73.0,39.6999969482,945.0001716610001,2.0,0.200004577637,,27.900001525900002,9.0,
12242,2017-02-12 12:10:00+00:00,0.725354805944,0.49799995422399995,78.5999984741,73.0,39.0999984741,933.7499141689999,2.2999992370599998,0.40000152587899995,,27.900001525900002,10.0,
12243,2017-02-12 12:15:00+00:00,0.7369259501279999,0.49054226786300004,78.6999969482,73.0999984741,39.3999977112,919.766752243,2.2999992370599998,0.40000152587899995,,28.0,10.0,
12244,2017-02-12 12:20:00+00:00,0.734864940789,0.489813378906,79.0999984741,73.5,40.0,918.4000854489999,2.19999694824,0.40000152587899995,,27.900001525900002,10.0,
12245,2017-02-12 12:25:00+00:00,0.722676792965,0.496524398804,79.0999984741,73.5,40.1999969482,930.983247757,2.10000228882,0.40000152587899995,,27.800003051799997,9.0,
12246,2017-02-12 12:30:00+00:00,0.740080514095,0.484559908719,78.8000030518,73.0999984741,39.8000030518,908.549828847,2.2000007629400002,0.299995422363,,27.900001525900002,9.0,
12247,2017-02-12 12:35:00+00:00,0.733245301496,0.48383990885399997,78.8000030518,73.1999969482,39.9000015259,907.199829102,2.10000228882,0.299995422363,,27.900001525900002,9.0,
12248,2017-02-12 12:40:00+00:00,0.726582351532,0.489084262424,78.8000030518,73.1999969482,39.9000015259,917.032992045,2.2000007629400002,0.299995422363,,27.900001525900002,9.0,
12249,2017-02-12 12:45:00+00:00,0.737308475731,0.481679909261,78.6999969482,73.0999984741,39.6999969482,903.149829865,2.2999992370599998,0.40000152587899995,,27.800003051799997,9.0,
12250,2017-02-12 12:50:00+00:00,0.737197711583,0.481679909261,78.6999969482,73.0999984741,39.799995422399995,903.149829865,2.2000007629400002,0.40000152587899995,,28.0,10.0,
12251,2017-02-12 12:55:00+00:00,0.7461940025220001,0.47644444444399997,78.8000030518,73.1999969482,40.0000038147,893.333333333,2.2000007629400002,0.299995422363,,27.900001525900002,10.0,
12252,2017-02-12 13:00:00+00:00,0.733245849609,0.47431111111100005,78.6999969482,73.0999984741,39.799995422399995,889.333333333,2.10000228882,0.300003051758,,28.0,9.0,
12253,2017-02-12 13:05:00+00:00,0.7258146458750001,0.47879990980400006,78.8000030518,73.3000030518,39.8000030518,897.749830882,2.09999847412,0.299995422363,,28.099998474099998,9.0,
12254,2017-02-12 13:10:00+00:00,0.724859942432,0.48023990953199996,78.9000015259,73.3000030518,39.9000015259,900.449830373,2.09999847412,0.199996948242,,28.0,10.0,
12255,2017-02-12 13:15:00+00:00,0.7280233138359999,0.478079909939,79.0999984741,73.5,40.0999984741,896.3998311360001,2.09999847412,0.300003051758,,27.7999954224,10.0,
12256,2017-02-12 13:20:00+00:00,0.725970498474,0.48023990953199996,79.1999969482,73.6999969482,40.1999969482,900.449830373,2.2000007629400002,0.300003051758,,28.0,10.0,
12257,2017-02-12 13:25:00+00:00,0.730829623783,0.475733333333,79.0999984741,73.6999969482,40.1999969482,892.0,2.10000228882,0.40000152587899995,,27.900001525900002,9.0,
12258,2017-02-12 13:30:00+00:00,0.734955062409,0.47502222222199997,79.4000015259,73.8000030518,40.6000022888,890.666666667,2.09999847412,0.299995422363,,27.900001525900002,9.0,
12259,2017-02-12 13:35:00+00:00,0.7448909888099999,0.464533287896,79.4000015259,74.0999984741,40.4000015259,870.999914805,2.2000007629400002,0.40000152587899995,,28.199996948200003,9.0,
12260,2017-02-12 13:40:00+00:00,0.744587792298,0.463146621365,79.1999969482,73.9000015259,40.1999969482,868.3999150589999,2.09999847412,0.300003051758,,28.300003051799997,9.0,
12261,2017-02-12 13:45:00+00:00,0.7463957548029999,0.462453514269,79.0999984741,73.8000030518,40.0,867.1003392539999,2.09999847412,0.40000152587899995,,28.199996948200003,9.0,
12262,2017-02-12 13:50:00+00:00,0.7445537203560001,0.47004444444399995,79.0999984741,73.6999969482,39.5,881.333333333,2.19999694824,0.40000152587899995,,28.099998474099998,10.0,
12263,2017-02-12 13:55:00+00:00,0.734476365693,0.505466666667,79.4000015259,73.5999984741,40.3000030518,947.75,2.19999694824,0.40000152587899995,,27.599998474099998,12.0,
12264,2017-02-12 14:00:00+00:00,0.7412179875660001,0.501013196818,79.5999984741,73.8000030518,40.6999969482,939.3997440339999,2.0,0.40000152587899995,,27.5,12.0,
12265,2017-02-12 14:05:00+00:00,0.7324615756899999,0.5017600911460001,79.4000015259,73.5999984741,40.6000022888,940.800170898,2.0,0.299995422363,,27.6000061035,11.0,
12266,2017-02-12 14:10:00+00:00,0.748247277438,0.483120136515,79.0999984741,73.5,40.5,905.8502559660001,2.0,0.300003051758,,27.900001525900002,11.0,
12267,2017-02-12 14:15:00+00:00,0.735837140885,0.471191202121,78.8000030518,73.5,40.200004577600005,883.4835039769999,2.0,0.399993896484,,28.1000061035,8.0,
12268,2017-02-12 14:20:00+00:00,0.727003038469,0.46730662095799996,78.8000030518,73.5,40.1000022888,876.1999142960001,2.0,0.09999847412110001,,28.400001525900002,8.0,
12269,2017-02-12 14:25:00+00:00,0.748217526719,0.441368979899,78.5,73.4000015259,39.5,827.5668373110001,2.2999992370599998,0.199996948242,,29.400001525900002,7.0,
12270,2017-02-12 14:30:00+00:00,0.735280179659,0.442026529948,78.4000015259,73.1999969482,39.2000007629,828.799743652,2.10000228882,0.199996948242,,28.900001525900002,6.0,
12271,2017-02-12 14:35:00+00:00,0.733958874413,0.441368979899,77.9000015259,72.6999969482,38.8000030518,827.5668373110001,2.09999847412,0.199996948242,,29.0,7.0,
12272,2017-02-12 14:40:00+00:00,0.722738066174,0.44799999999999995,77.5,72.4000015259,38.5,840.0,2.09999847412,0.300003051758,,29.099998474099998,6.0,
12273,2017-02-12 14:45:00+00:00,0.7327508905310001,0.44136875237400003,77.4000015259,72.3000030518,38.2000007629,827.5664107000001,2.2000007629400002,0.199996948242,,29.099998474099998,7.0,
12274,2017-02-12 14:50:00+00:00,0.728995487608,0.444666666667,77.4000015259,72.0999984741,38.2000007629,833.75,2.2999992370599998,0.09999847412110001,,29.300003051799997,8.0,
12275,2017-02-12 14:55:00+00:00,0.7361339105689999,0.441368979899,77.4000015259,72.4000015259,38.3000030518,827.5668373110001,2.2999992370599998,0.299995422363,,29.300003051799997,7.0,
12276,2017-02-12 15:00:00+00:00,0.730572948124,0.442684535726,77.5999984741,72.5,38.5999984741,830.0335044860001,2.09999847412,0.40000152587899995,,29.0,8.0,
12277,2017-02-12 15:05:00+00:00,0.72685096159,0.444657869466,78.0,72.8000030518,39.0,833.7335052489999,2.09999847412,0.199996948242,,29.0,7.0,
12278,2017-02-12 15:10:00+00:00,0.741221484266,0.431360045709,78.0,72.9000015259,39.0,808.8000857039999,2.2000007629400002,0.199996948242,,29.1000061035,6.0,
12279,2017-02-12 15:15:00+00:00,0.7338552626070001,0.43605328776,78.0999984741,73.0999984741,39.1999969482,817.5999145510001,2.10000228882,0.200004577637,,29.099998474099998,6.0,
12280,2017-02-12 15:20:00+00:00,0.733872668617,0.43735106540299995,78.0999984741,73.0999984741,39.1999969482,820.03324763,2.2000007629400002,0.300003051758,,29.0,6.0,
12281,2017-02-12 15:25:00+00:00,0.7396879056710001,0.424106803385,78.0,73.0999984741,38.9000015259,795.200256348,2.09999847412,0.199996948242,,29.300003051799997,5.0,
12282,2017-02-12 15:30:00+00:00,0.736508612507,0.42347546454499996,77.9000015259,73.0999984741,38.7000007629,794.0164960230001,2.10000228882,0.199996948242,,29.400001525900002,6.0,
12283,2017-02-12 15:35:00+00:00,0.7531343439749999,0.41688888888899994,77.9000015259,73.0,38.6000022888,781.666666667,2.2000007629400002,0.199996948242,,29.5,6.0,
12284,2017-02-12 15:40:00+00:00,0.73931105478,0.424106575521,78.0,73.0999984741,38.7999992371,795.199829102,2.0,0.199996948242,,29.400001525900002,6.0,
12285,2017-02-12 15:45:00+00:00,0.7481214490520001,0.418755555556,78.0999984741,73.1999969482,38.7999992371,785.166666667,2.2000007629400002,0.300003051758,,29.199996948200003,6.0,
12286,2017-02-12 15:50:00+00:00,0.7544389724330001,0.41751111111100003,78.1999969482,73.3000030518,38.8999977112,782.833333333,2.09999847412,0.200004577637,,29.2999954224,6.0,
12287,2017-02-12 15:55:00+00:00,0.751208154566,0.419377777778,78.1999969482,73.3000030518,38.799995422399995,786.333333333,2.2000007629400002,0.200004577637,,29.400001525900002,6.0,
12288,2017-02-12 16:00:00+00:00,0.750487813834,0.42347569207099994,78.3000030518,73.4000015259,39.0000038147,794.016922633,2.09999847412,0.299995422363,,29.2000045776,7.0,
12289,2017-02-12 16:05:00+00:00,0.752731829066,0.422213242594,78.4000015259,73.5,39.0,791.649829865,2.2000007629400002,0.199996948242,,29.2000045776,7.0,
12290,2017-02-12 16:10:00+00:00,0.74614462523,0.428799818251,78.4000015259,73.5,39.0,803.99965922,2.10000228882,0.40000152587899995,,29.0,7.0,
12291,2017-02-12 16:15:00+00:00,0.745149715218,0.445333333333,78.6999969482,73.5999984741,39.4999961853,835.0,2.10000228882,0.200004577637,,29.0,9.0,
12292,2017-02-12 16:20:00+00:00,0.752325911958,0.441368979899,78.5999984741,73.4000015259,39.2999992371,827.5668373110001,2.09999847412,0.300003051758,,28.699996948200003,9.0,
12293,2017-02-12 16:25:00+00:00,0.743129642674,0.447333333333,78.3000030518,73.3000030518,39.0000038147,838.75,2.2000007629400002,0.399993896484,,28.800003051799997,9.0,
12294,2017-02-12 16:30:00+00:00,0.7526705381730001,0.439395419651,78.3000030518,73.1999969482,38.9000015259,823.866411845,2.30000305176,0.299995422363,,29.0,9.0,
